FID,BLOCKID10,HOUSING10,POP10,X,Y
49,420031115001010,4,13,"1,363,024.743620000100000","420,238.837945999990000"
50,420031113003000,37,59,"1,363,730.926290000100000","420,807.059408999980000"
51,420031115003010,0,0,"1,363,320.156380000100000","418,559.153042000020000"
52,420031115003017,7,1,"1,363,678.375860000000000","418,608.037839000000000"
53,420031115003013,0,29,"1,363,730.468949999900000","418,791.911666999980000"
54,420031115003019,0,0,"1,363,898.148600000000000","418,274.947766000000000"
55,420031115002013,208,301,"1,361,478.882269999900000","417,374.481899000010000"
56,420030703001005,79,112,"1,361,405.176280000000000","415,245.301932999980000"
57,420030703001000,55,87,"1,361,198.626220000000000","415,731.383802999980000"
58,420030705002000,32,63,"1,361,611.228670000100000","416,265.922635999970000"
59,420030705001004,60,102,"1,362,450.975369999900000","416,476.212525999990000"
60,420030705001007,49,83,"1,362,194.735670000100000","416,000.545655999970000"
61,420030705001009,87,178,"1,362,401.144409999900000","415,511.084396000020000"
62,420030703002002,4,2,"1,361,064.965750000000000","414,733.540767000000000"
63,420030703002014,18,27,"1,360,774.837379999900000","414,127.303538999990000"
64,420030703002004,11,16,"1,361,469.176419999900000","414,703.171595000020000"
65,420030706002012,28,44,"1,362,124.217660000100000","414,643.471175000010000"
66,420031102001012,9,18,"1,364,769.010790000000000","424,245.681231000000000"
67,420031102002002,6,14,"1,364,893.682229999900000","423,851.578695999980000"
68,420031208002017,7,10,"1,366,542.924590000000000","418,367.105875000010000"
69,420039800001007,0,0,"1,371,128.928850000000000","427,834.505190000000000"
70,420039800001005,0,0,"1,373,088.452989999900000","427,690.429202000030000"
71,420039818001002,0,0,"1,371,834.096600000000000","426,055.369865000020000"
72,420039818001003,0,0,"1,372,111.972950000100000","425,915.062706000000000"
73,420031203001003,115,221,"1,370,344.002649999900000","421,819.134803999970000"
74,420035619002006,33,58,"1,372,772.923930000000000","421,626.049342999990000"
75,420031106003004,47,88,"1,364,811.515750000000000","421,621.205750000020000"
76,420031208001005,13,11,"1,365,727.202620000100000","419,009.163040000010000"
77,420031208001011,5,8,"1,365,945.133429999900000","419,828.577394999970000"
78,420031204002003,9,12,"1,367,264.446599999900000","420,622.033759000010000"
79,420031203001025,19,32,"1,369,059.771900000100000","420,170.207898000020000"
80,420031208001019,17,30,"1,366,224.695120000000000","418,755.444246000030000"
81,420031204001024,36,70,"1,367,119.264680000000000","419,010.621540999970000"
82,420031208002022,0,0,"1,366,383.737299999900000","417,371.259785000000000"
83,420031208002011,9,14,"1,367,305.406650000000000","418,318.949895999980000"
84,420030708002002,13,23,"1,364,875.363189999900000","416,357.401714999990000"
85,420031404003000,4,7,"1,365,247.026300000000000","415,081.710176999970000"
86,420031404003015,20,45,"1,365,222.224549999900000","413,055.365058000020000"
87,420030708002001,12,16,"1,365,059.257200000100000","416,040.912079999980000"
88,420031405003005,27,51,"1,367,177.570720000000000","415,442.015865000020000"
89,420031405002006,33,58,"1,368,296.326040000000000","415,892.715367999980000"
90,420031404001003,31,63,"1,366,174.931829999900000","415,184.726710000020000"
91,420031203001028,15,27,"1,368,874.784539999900000","420,730.467330000010000"
92,420031203001029,16,31,"1,369,316.952689999900000","420,369.323932000030000"
93,420031203002023,14,24,"1,369,416.131910000000000","419,696.207249999980000"
94,420031203002012,46,64,"1,370,813.351809999900000","420,166.156236000010000"
95,420031204001016,21,14,"1,368,095.846489999900000","418,632.412605000020000"
96,420031208002004,11,24,"1,367,942.481820000100000","418,037.269298999980000"
97,420031203002015,0,0,"1,371,336.536300000000000","420,842.734731999980000"
98,420035619002025,42,96,"1,371,105.517879999900000","419,870.673782000030000"
99,420031301002002,37,97,"1,372,905.617390000000000","418,142.387842000000000"
100,420031207002008,2,5,"1,368,310.810300000000000","416,888.105473999980000"
101,420031405002007,23,39,"1,368,677.130429999900000","415,218.558696000020000"
102,420031207002006,9,22,"1,369,428.331809999900000","416,694.073333000010000"
103,420030705003010,37,30,"1,363,198.924900000000000","417,151.901531999990000"
104,420030708001014,0,0,"1,363,371.420890000000000","417,216.597876999990000"
105,420030706001009,43,75,"1,363,611.440819999900000","415,426.155015000030000"
106,420030706001005,9,17,"1,363,850.875350000100000","416,133.536872000030000"
107,420030706002009,90,125,"1,363,241.105580000000000","414,935.924286000020000"
108,420031207001023,4,5,"1,369,830.544569999900000","417,494.487040999990000"
109,420031303003008,1,6,"1,370,621.386290000100000","416,493.716137000010000"
110,420031303003024,17,28,"1,370,404.672470000100000","415,500.149699000000000"
111,420031302002015,12,20,"1,371,709.573140000000000","416,984.662791999990000"
112,420031303003011,0,0,"1,371,036.889740000000000","416,172.333147000000000"
113,420031303001008,6,0,"1,371,183.919389999900000","416,125.202733999990000"
114,420031405001015,66,129,"1,370,310.559889999900000","414,151.761243999990000"
115,420035619002008,17,24,"1,373,033.696000000000000","421,084.558255999990000"
116,420035619002029,9,11,"1,372,990.705529999900000","419,797.394105000010000"
117,420031301002001,2,3,"1,373,315.391259999900000","418,203.686321999990000"
118,420031301001019,5,9,"1,374,434.451030000100000","416,056.714562000010000"
119,420031302001018,2,5,"1,373,490.850240000100000","416,667.164257000030000"
120,420031304001009,15,20,"1,373,086.362340000000000","415,693.896132000020000"
121,420031304001004,2,0,"1,373,196.189820000000000","416,032.917649000010000"
122,420031303002012,0,0,"1,371,809.114120000000000","414,889.453564000020000"
123,420031303002018,10,8,"1,372,304.333279999900000","414,776.621165000020000"
124,420031303002019,4,1,"1,372,368.018770000000000","414,927.029245999990000"
125,420031404002002,27,53,"1,366,340.386510000100000","413,990.263058000010000"
126,420031304001015,14,17,"1,373,214.278789999900000","415,185.021423000030000"
127,420031304001003,0,0,"1,373,433.602570000100000","415,860.590246999990000"
128,420031301001005,7,16,"1,374,931.295699999900000","417,505.391087999970000"
129,420031304002008,6,11,"1,373,467.452210000000000","414,554.070835000020000"
130,420031304003000,3,2,"1,374,210.702970000000000","414,814.677631000000000"
131,420031304003003,28,42,"1,374,294.488260000000000","414,528.091811000020000"
132,420031301001004,2,1,"1,375,188.661490000100000","417,455.918768999980000"
133,420031306002009,27,44,"1,376,843.459349999900000","416,983.602827999970000"
134,420031306002012,1,2,"1,377,109.665420000000000","417,478.021122000010000"
135,420031306002014,33,74,"1,376,588.982240000000000","416,319.071834000000000"
136,420031306002021,10,17,"1,376,445.891379999900000","414,961.870365999990000"
137,420031306001013,9,14,"1,376,268.391400000100000","414,688.676337999990000"
138,420031306001011,1,1,"1,376,165.805320000000000","414,098.458897000000000"
139,420031303003025,18,39,"1,369,899.808520000000000","415,736.357082000000000"
140,420031306003020,21,42,"1,378,754.567670000000000","414,492.872533000020000"
141,420030510001003,0,0,"1,350,523.341150000000000","412,250.072045999990000"
142,420030409001021,0,0,"1,350,224.227149999900000","409,558.545280000020000"
143,420039808001002,0,0,"1,351,058.688050000000000","409,258.764445999990000"
144,420030402002014,48,552,"1,352,455.627260000000000","410,768.143105000020000"
145,420030402002010,0,651,"1,353,611.198900000000000","411,616.443840000020000"
146,420030409001025,0,0,"1,352,604.727149999900000","409,176.218356999980000"
147,420030409001012,15,29,"1,353,295.791200000100000","409,207.076341999990000"
148,420030405001007,0,0,"1,354,092.930920000000000","411,018.871724000030000"
149,420039822001003,1,1,"1,354,818.327880000000000","412,762.098976999990000"
150,420039822001004,0,0,"1,354,569.713930000100000","412,539.647566000000000"
151,420039822001014,0,0,"1,355,504.405390000000000","411,788.946036999990000"
152,420035629001053,0,0,"1,356,732.259200000000000","396,210.282018999980000"
153,420030409002010,43,67,"1,354,954.157369999900000","408,199.280111000000000"
154,420035629001001,0,0,"1,355,334.057980000000000","405,518.513212000020000"
155,420030409002006,27,72,"1,354,503.220900000100000","408,485.687547000010000"
156,420031516002018,3,4,"1,356,078.122220000000000","406,212.245646999970000"
157,420031413001010,48,135,"1,361,968.437669999900000","408,571.750277000010000"
158,420031401002020,0,0,"1,360,687.145079999900000","410,001.208609000020000"
159,420031401001009,33,90,"1,360,530.124959999900000","411,523.203306999990000"
160,420031516002000,23,39,"1,358,386.788500000000000","406,961.710390000020000"
161,420031516003004,6,12,"1,356,830.151450000000000","404,580.624392999980000"
162,420031304001014,9,14,"1,372,922.018350000000000","415,185.972899999990000"
163,420031516001020,37,78,"1,358,601.607970000000000","404,760.323321999980000"
164,420031401002015,24,62,"1,361,989.016210000000000","410,572.958068999990000"
165,420031401002017,18,55,"1,360,789.054019999900000","410,527.248583999990000"
166,420031403004005,20,51,"1,362,662.985420000000000","411,889.549523000020000"
167,420031413002005,2,14,"1,362,311.513839999900000","407,770.131457999990000"
168,420031517006007,34,69,"1,360,542.429980000000000","405,110.097989999980000"
169,420031517001003,69,117,"1,361,946.236770000100000","404,865.210102999990000"
170,420031517004000,7,19,"1,360,556.875539999900000","404,855.859809999990000"
171,420031517004006,8,21,"1,360,419.654099999900000","404,167.162290000010000"
172,420031517004008,23,47,"1,360,318.942450000000000","403,915.262924999990000"
173,420031517005005,21,39,"1,361,268.155730000000000","404,326.549040000010000"
174,420031517005003,6,7,"1,361,582.725490000100000","404,097.144990000000000"
175,420031517001010,19,34,"1,362,091.445480000000000","404,272.250857000010000"
176,420030404001006,0,0,"1,356,215.916620000000000","412,958.541748000020000"
177,420031414003022,31,68,"1,363,977.585819999900000","405,398.066708999980000"
178,420031414002008,39,115,"1,363,883.987119999900000","404,782.189013000000000"
179,420035629003024,3,3,"1,357,404.903059999900000","402,097.831675999970000"
180,420035629003022,5,5,"1,357,791.325029999900000","402,117.329096000000000"
181,420035623005009,72,112,"1,358,638.938720000000000","400,433.771535000010000"
182,420035623006012,100,101,"1,357,878.324379999900000","399,439.938636999980000"
183,420035623006009,26,34,"1,358,574.662779999900000","399,535.650619000020000"
184,420035623005006,57,126,"1,359,907.966150000000000","401,295.568144000020000"
185,420035623005004,3,6,"1,359,388.320379999900000","401,914.521567000020000"
186,420035623005008,30,51,"1,358,994.927220000000000","400,097.420599000000000"
187,420035623003028,27,57,"1,358,921.235410000000000","399,301.718685000030000"
188,420035629001025,30,66,"1,356,874.122130000000000","398,902.807025999990000"
189,420035629001026,45,74,"1,357,011.518710000000000","398,301.477215000020000"
190,420035629001024,42,95,"1,356,841.719130000100000","398,276.415327000020000"
191,420035623001021,12,25,"1,359,161.321479999900000","396,114.817379000010000"
192,420035623006014,26,41,"1,358,001.751690000100000","399,215.080055000030000"
193,420039805001012,0,0,"1,360,462.883320000000000","408,144.432253999980000"
194,420039805001020,0,0,"1,360,270.511930000000000","406,790.228674000010000"
195,420031517002008,0,0,"1,359,228.699950000000000","406,033.926565999980000"
196,420031516001006,4,7,"1,358,485.479650000100000","405,611.050481999990000"
197,420031516001007,3,5,"1,358,706.063510000000000","405,675.782169000010000"
198,420035623001025,0,0,"1,358,886.367060000100000","396,731.140246999970000"
199,420035623004009,35,78,"1,358,497.088599999900000","398,396.005292000020000"
200,420035623001001,12,25,"1,358,352.644989999900000","397,739.551054999990000"
201,420035623003031,11,8,"1,359,440.170970000100000","397,616.298269000020000"
202,420035623001017,9,5,"1,358,639.405360000000000","396,522.528544000000000"
203,420031517005015,36,84,"1,361,514.700909999900000","403,205.486165000010000"
204,420031517005014,24,33,"1,361,714.014980000000000","403,399.598875999970000"
205,420031414004029,5,12,"1,363,505.649230000100000","400,792.302935999990000"
206,420031414004023,0,0,"1,365,678.701170000000000","401,503.276523999990000"
207,420035623002010,0,0,"1,362,224.650270000100000","397,328.847340999990000"
208,420035623002013,0,0,"1,362,358.640519999900000","397,092.145794000010000"
209,420031403002003,30,70,"1,364,839.654230000000000","410,974.384674999980000"
210,420031403002005,58,121,"1,365,342.622599999900000","410,280.449594000010000"
211,420031403002004,201,308,"1,364,911.311160000000000","410,263.237533000010000"
212,420031403002009,24,61,"1,365,768.191480000000000","410,967.893702999980000"
213,420031408002008,87,155,"1,364,219.916810000100000","408,957.593814999970000"
214,420031408002009,90,230,"1,364,259.577360000000000","408,578.021824000000000"
215,420031408002000,40,116,"1,365,722.692659999900000","409,476.582058999980000"
216,420031517002017,0,0,"1,362,231.362179999900000","406,210.256809999990000"
217,420031408003003,184,273,"1,363,946.527860000000000","407,069.958850000000000"
218,420031414003006,47,105,"1,364,195.119789999900000","406,073.146156999980000"
219,420031410001015,12,25,"1,370,680.658340000100000","407,556.283677999980000"
220,420031410001022,14,27,"1,370,817.419790000000000","407,630.770022000010000"
221,420031411001019,18,31,"1,369,695.849340000000000","403,278.461887000010000"
222,420031411001022,23,60,"1,368,382.546039999900000","403,615.863676999990000"
223,420031411001023,30,64,"1,369,080.335849999900000","402,900.806132000000000"
224,420031306001024,0,0,"1,374,961.308600000100000","413,739.382737000010000"
225,420031408003004,54,126,"1,364,178.669430000000000","407,149.157563999990000"
226,420031408001010,51,146,"1,365,438.197149999900000","407,651.326145000000000"
227,420035154013022,0,0,"1,370,848.288770000000000","406,013.722191000010000"
228,420031411001000,0,0,"1,371,549.554770000000000","405,570.704835999990000"
229,420031406003003,33,45,"1,371,828.808800000000000","412,279.319408999990000"
230,420031406003021,6,16,"1,371,347.674150000100000","411,035.942135000020000"
231,420031406003014,8,9,"1,371,745.373050000100000","411,618.830967999990000"
232,420033103001065,3,5,"1,361,819.759890000100000","391,475.960541000010000"
233,420035630004005,0,0,"1,321,480.172850000000000","419,714.531162000030000"
234,420035625004015,17,32,"1,326,685.636590000000000","418,280.413818000000000"
235,420032022002030,0,0,"1,325,970.517299999900000","416,826.924164999970000"
236,420030806001006,28,56,"1,358,870.529490000100000","419,139.377092999990000"
237,420031306003015,0,0,"1,379,371.807079999900000","414,045.129409999990000"
238,420030203001068,0,0,"1,346,236.205580000100000","415,681.244092000010000"
239,420030203001109,0,0,"1,344,668.176520000000000","413,840.386200000010000"
240,420030203001091,0,0,"1,345,908.047410000100000","414,565.559018999980000"
241,420030203001014,0,0,"1,349,913.566949999900000","418,332.792702000010000"
242,420030203001056,0,0,"1,347,347.120520000100000","416,138.220970000020000"
243,420030305001001,23,64,"1,346,687.121850000000000","413,548.420042000010000"
244,420030203001090,0,0,"1,347,261.328620000000000","415,308.539808999980000"
245,420030203001062,0,0,"1,347,586.692259999900000","415,407.789904000000000"
246,420030203001044,0,0,"1,348,352.468510000000000","416,889.554276000010000"
247,420030203001052,16,25,"1,348,179.764040000000000","416,280.447356000020000"
248,420031608003013,15,30,"1,350,859.514220000000000","402,899.772094000010000"
249,420035626002028,16,34,"1,330,467.740780000100000","411,444.446971000000000"
250,420035626001034,2,0,"1,333,051.248350000000000","408,916.907936999980000"
251,420035624001014,6,12,"1,340,469.634069999900000","399,784.802981999990000"
252,420033103001030,1,4,"1,363,774.442210000000000","393,830.799998999980000"
253,420033103001059,1,2,"1,362,918.088139999900000","392,685.499468000020000"
254,420033103001022,0,0,"1,363,114.859940000100000","393,892.490350999990000"
255,420033103001011,5,11,"1,364,024.865710000000000","394,756.643683000000000"
256,420033103001012,4,8,"1,364,275.936479999900000","394,682.713853000020000"
257,420033103001040,0,0,"1,364,004.856309999900000","393,157.270121000010000"
258,420033103001017,8,18,"1,364,820.814049999900000","394,015.912630999980000"
259,420031702001014,0,0,"1,343,149.961690000000000","407,940.355332000010000"
260,420030501003003,7,15,"1,349,294.706430000000000","413,637.067499000000000"
261,420030201001002,0,0,"1,339,763.487980000000000","411,535.994886000000000"
262,420030201001014,0,0,"1,341,309.726060000000000","411,358.327914999970000"
263,420030201006020,0,0,"1,342,350.606489999900000","412,903.503948000030000"
264,420030201002012,211,237,"1,342,123.545970000100000","412,515.577501999970000"
265,420030201006022,0,0,"1,342,365.797220000100000","412,611.130897000020000"
266,420030201003004,0,0,"1,342,596.033550000100000","411,961.675478000020000"
267,420030201001013,1,1,"1,341,451.733360000000000","411,036.926924999980000"
268,420030201001016,0,0,"1,341,608.970759999900000","411,320.872901999970000"
269,420032901001020,0,0,"1,342,026.375389999900000","397,238.836348999990000"
270,420031903001026,0,0,"1,339,554.782540000000000","409,078.636711000000000"
271,420033207001005,12,24,"1,341,056.378060000000000","392,200.439959999990000"
272,420032902001029,18,34,"1,346,949.463760000000000","395,383.055082999980000"
273,420033103001067,0,0,"1,361,987.685140000000000","390,439.820639999990000"
274,420030201005054,0,0,"1,342,536.041729999900000","409,405.443134000000000"
275,420030201001018,1,106,"1,342,232.595380000100000","410,908.025288000000000"
276,420030201003019,0,0,"1,342,869.114550000100000","411,207.817234000020000"
277,420030201006006,0,0,"1,343,261.301030000000000","413,439.528539000020000"
278,420030201006017,123,129,"1,342,889.262219999900000","412,610.790362000000000"
279,420030201003002,0,0,"1,343,167.666419999900000","412,217.063115999980000"
280,420030201005007,0,0,"1,344,193.530109999900000","411,750.629630999990000"
281,420030201005049,0,0,"1,342,837.942040000100000","409,858.375035999980000"
282,420035630002009,50,114,"1,321,823.648270000000000","418,738.823115999990000"
283,420035625001037,0,0,"1,327,145.061730000000000","419,172.236337999990000"
284,420032022001017,0,0,"1,326,667.516790000000000","416,114.433605999980000"
285,420032814001002,4,11,"1,327,094.642500000100000","415,732.157435000000000"
286,420035625002023,22,59,"1,329,292.547070000100000","416,232.477821999990000"
287,420031911001048,5,8,"1,336,219.421850000000000","407,852.200268000020000"
288,420030103002012,0,0,"1,345,767.300959999900000","410,306.708739999970000"
289,420030103003003,7,32,"1,346,235.708020000000000","410,426.073961000020000"
290,420030103001019,0,0,"1,343,391.729069999900000","408,655.682718000030000"
291,420030305001011,17,38,"1,346,665.936509999900000","412,778.948799000010000"
292,420030305001010,27,33,"1,346,820.655049999900000","412,690.148234999970000"
293,420030305001042,13,20,"1,346,456.928409999900000","411,691.189942000030000"
294,420030305002011,50,74,"1,346,690.324839999900000","411,466.260476000020000"
295,420030305002019,0,0,"1,346,557.351590000100000","411,034.346254999980000"
296,420030305002022,5,3,"1,346,584.134210000000000","410,535.712194000020000"
297,420030103003007,30,32,"1,347,268.844520000000000","410,175.788111999980000"
298,420030103003008,30,40,"1,347,256.119740000000000","410,014.002689999990000"
299,420030103004006,0,0,"1,347,709.379030000000000","410,139.828726999990000"
300,420030103004013,9,14,"1,347,695.682160000100000","409,978.315073999980000"
301,420035617002009,8,16,"1,347,968.461489999900000","400,237.227277999980000"
302,420039807001019,0,0,"1,339,401.755500000000000","409,967.953205999980000"
303,420031915002002,89,117,"1,340,290.689229999900000","405,955.905634000020000"
304,420039807001031,5,6,"1,341,838.507849999900000","407,606.393622000000000"
305,420031920001015,8,20,"1,336,149.812600000100000","397,929.959233000000000"
306,420035624002015,10,9,"1,340,127.685300000000000","401,845.280999000010000"
307,420031702002019,0,0,"1,348,689.782940000100000","407,503.126005000030000"
308,420032902005007,48,104,"1,345,320.735249999900000","398,233.255738999990000"
309,420031918003013,23,53,"1,336,642.384559999900000","392,598.191862999990000"
310,420030501003038,0,0,"1,348,492.082579999900000","412,618.257639000020000"
311,420030501002022,22,30,"1,350,812.947960000000000","413,193.407170000020000"
312,420030103004001,0,0,"1,349,575.032249999900000","410,052.582679999990000"
313,420030901002013,30,40,"1,353,263.419100000100000","422,684.746052999980000"
314,420030901001020,27,69,"1,353,724.166030000000000","423,616.871286000010000"
315,420030901001026,8,13,"1,353,979.477130000000000","423,134.080426000000000"
316,420030901001015,0,0,"1,354,176.661510000000000","423,433.305203000030000"
317,420031011002024,39,101,"1,356,221.309399999900000","426,108.029462000010000"
318,420031011001011,16,28,"1,356,009.011710000000000","425,793.024037999970000"
319,420031011001009,10,19,"1,356,209.372569999900000","425,592.836458000010000"
320,420031011001023,63,113,"1,355,530.296910000000000","424,790.870097999980000"
321,420031914001017,48,71,"1,339,452.045059999900000","407,443.653556999980000"
322,420035631001027,27,60,"1,329,946.611730000000000","407,931.725485000000000"
323,420032814001030,0,0,"1,326,601.590790000000000","414,572.769501000000000"
324,420031011002012,0,0,"1,356,791.030250000100000","426,888.337666000010000"
325,420031011003009,35,58,"1,356,581.145379999900000","426,362.414454000010000"
326,420031011001021,32,47,"1,355,783.656720000100000","424,692.366014999980000"
327,420031011001025,19,37,"1,356,047.148790000000000","424,619.228980000010000"
328,420031018002020,21,43,"1,358,161.833480000000000","426,154.819477999990000"
329,420030203001010,6,5,"1,350,582.241089999900000","418,365.925800999980000"
330,420030603002023,24,27,"1,352,628.482800000100000","420,386.661650000020000"
331,420030902001022,7,13,"1,353,215.286929999900000","421,345.129735000020000"
332,420030603002021,10,12,"1,352,203.150570000100000","420,310.299543000000000"
333,420031917003001,27,58,"1,337,368.677440000000000","398,364.406613000030000"
334,420033102002015,50,94,"1,367,126.002840000000000","384,446.055111999970000"
335,420030603002042,0,0,"1,352,849.994849999900000","419,770.719384000000000"
336,420030603001016,25,45,"1,353,509.483240000000000","419,446.874986000010000"
337,420030605001013,46,63,"1,351,472.780229999900000","416,723.278662000030000"
338,420030605001009,68,93,"1,351,105.298110000100000","417,031.053324999990000"
339,420030501002000,14,13,"1,350,326.436950000000000","414,253.991496999980000"
340,420030501002015,0,0,"1,350,074.077660000000000","414,112.408002000010000"
341,420030501001013,3,4,"1,350,562.224650000000000","414,644.389851999990000"
342,420030605002005,13,15,"1,352,635.016779999900000","417,419.432073000000000"
343,420030605001005,27,43,"1,351,854.619089999900000","417,455.816690000010000"
344,420030506001011,11,29,"1,352,147.901439999900000","416,489.139782999990000"
345,420030501001005,13,10,"1,351,964.764580000000000","414,460.163865000010000"
346,420030902002003,60,122,"1,354,760.849510000100000","421,600.336233999990000"
347,420035631002036,13,25,"1,326,537.132810000100000","408,219.046199999980000"
348,420033207002006,88,187,"1,342,488.262090000100000","388,578.461541000000000"
349,420035629002000,9,20,"1,354,319.558600000100000","396,034.741434999970000"
350,420035625004042,23,46,"1,326,526.205520000100000","416,830.912722999990000"
351,420032022001021,63,145,"1,323,442.860429999900000","416,823.092958000020000"
352,420035626003001,0,0,"1,331,948.597980000100000","415,658.479853999980000"
353,420032814002001,0,0,"1,330,092.873150000100000","414,108.361953000010000"
354,420035631001028,31,76,"1,329,466.419040000100000","408,436.197431000010000"
355,420035626001025,7,13,"1,333,046.763959999900000","409,793.707485000020000"
356,420031911001054,1,0,"1,335,477.501110000100000","407,978.448222999980000"
357,420031706001012,0,0,"1,342,874.660750000000000","407,022.887564999980000"
358,420033001003025,0,0,"1,344,475.450230000100000","401,522.027180999980000"
359,420032902001019,0,0,"1,347,814.754089999900000","395,540.469338000000000"
360,420033204002010,35,88,"1,343,975.182420000000000","391,037.858742000010000"
361,420033204001007,33,68,"1,344,667.331190000100000","390,006.937815000010000"
362,420032904005019,1,2,"1,346,234.519829999900000","389,728.891475000010000"
363,420030902001018,31,56,"1,354,078.499830000100000","421,155.911197000010000"
364,420030902002010,45,70,"1,354,639.244729999900000","421,145.031408999990000"
365,420030902002015,0,0,"1,355,508.740400000000000","420,695.502973000000000"
366,420030902003009,24,28,"1,354,732.724850000100000","420,166.890415999980000"
367,420030802001026,0,0,"1,355,148.772429999900000","418,064.723421000000000"
368,420030903001008,53,112,"1,355,666.220599999900000","419,834.414128999980000"
369,420030903001012,6,6,"1,355,839.316039999900000","419,470.652792999990000"
370,420030903001015,7,11,"1,356,223.220939999900000","419,696.490294000020000"
371,420030809001002,12,9,"1,357,052.697110000100000","420,030.042881999980000"
372,420035630001021,9,19,"1,319,625.725760000100000","414,621.461024000020000"
373,420035626003036,0,0,"1,334,170.446320000100000","413,805.254837999990000"
374,420035625004016,1,2,"1,326,848.212710000100000","418,399.104220999990000"
375,420035624004032,4,7,"1,340,792.808530000000000","403,268.034022999990000"
376,420035624001002,0,0,"1,341,774.862000000000000","397,389.339038999980000"
377,420033206001009,82,193,"1,338,975.494970000100000","395,580.703809999980000"
378,420030809001015,59,82,"1,357,125.533280000100000","418,749.218433999980000"
379,420030506001012,0,0,"1,353,888.328290000100000","416,200.676998000010000"
380,420035620002008,79,137,"1,355,806.377950000100000","415,646.557075000020000"
381,420030506003012,23,52,"1,354,701.042429999900000","414,838.308749000020000"
382,420035620003001,10,21,"1,355,122.746630000000000","414,220.814795000010000"
383,420030804001010,31,55,"1,357,807.169879999900000","416,772.682887999980000"
384,420030804002000,31,55,"1,357,431.135079999900000","416,563.256989000020000"
385,420030802001009,28,46,"1,356,916.750749999900000","418,057.044511999990000"
386,420030804001001,22,37,"1,357,252.643720000100000","417,948.560278000020000"
387,420031018002033,22,40,"1,358,089.528819999900000","425,618.848585999980000"
388,420031018002034,9,11,"1,358,165.064740000100000","425,893.172787000020000"
389,420031916002001,50,91,"1,336,595.409419999900000","402,281.129930000000000"
390,420031917001010,22,38,"1,338,947.236670000000000","397,533.101609000000000"
391,420031911002031,38,73,"1,336,551.138510000000000","409,931.858383000010000"
392,420035624004028,6,14,"1,341,201.116190000000000","403,376.283176000000000"
393,420033207001040,4,5,"1,341,331.456199999900000","390,337.520174000000000"
394,420033207001025,7,9,"1,340,928.401869999900000","391,387.474126000020000"
395,420031918006021,18,56,"1,338,368.666070000000000","392,004.569974999990000"
396,420031918002006,13,20,"1,334,684.583649999900000","393,535.234516000030000"
397,420031608004022,0,0,"1,347,415.958900000000000","404,010.887770999980000"
398,420035631002037,223,455,"1,326,277.219139999900000","407,842.011707999980000"
399,420035624004040,6,17,"1,341,703.559050000000000","403,063.634566999970000"
400,420035630001007,0,0,"1,317,569.678750000000000","414,507.766100000010000"
401,420035630004022,1,3,"1,322,172.840300000000000","417,549.840581000030000"
402,420035630004002,17,33,"1,322,490.723270000000000","418,688.402692999980000"
403,420035625001009,0,0,"1,327,192.653089999900000","420,312.542189000000000"
404,420035630004021,12,18,"1,322,577.562900000000000","417,716.861809000020000"
405,420032022003012,5,8,"1,324,624.112179999900000","417,962.191790000010000"
406,420032022003013,8,13,"1,324,701.866429999900000","417,858.967646999980000"
407,420032022002009,6,19,"1,324,475.328260000100000","417,068.632325000010000"
408,420032022003016,11,9,"1,324,782.580430000100000","417,757.156933000020000"
409,420032901001016,26,56,"1,343,894.356930000000000","397,611.330169000020000"
410,420032902005004,14,29,"1,344,318.480299999900000","398,980.631201000010000"
411,420032901001006,3,4,"1,344,483.644309999900000","398,261.065387999990000"
412,420032901002000,3,15,"1,344,871.647640000100000","396,338.674537000010000"
413,420032901003000,22,16,"1,345,414.636460000000000","394,846.588119000020000"
414,420031706001008,1,2,"1,344,086.463010000100000","406,557.284511999980000"
415,420035617001013,0,0,"1,348,705.677960000000000","399,157.881224000010000"
416,420031608004030,10,19,"1,348,204.157249999900000","402,986.682521999990000"
417,420035617002005,7,18,"1,347,861.478930000000000","400,707.436563000020000"
418,420032902001008,6,9,"1,347,375.957900000000000","397,717.108681000010000"
419,420032902003004,13,22,"1,345,849.663050000100000","395,213.263481999980000"
420,420032902003006,17,39,"1,346,383.381030000000000","395,255.767281999990000"
421,420031918004002,18,45,"1,335,298.485120000100000","394,635.941809999990000"
422,420031918001004,29,66,"1,335,718.420789999900000","394,005.672853000000000"
423,420031919002009,23,58,"1,336,142.492039999900000","394,916.930446000010000"
424,420031918002003,19,44,"1,335,395.385030000000000","393,477.488057999990000"
425,420032022002014,9,18,"1,324,906.305179999900000","417,052.791863000020000"
426,420031918006005,9,18,"1,339,010.987710000000000","392,836.175775000010000"
427,420031918006007,9,16,"1,338,780.720299999900000","392,606.586044000000000"
428,420031918003010,11,21,"1,336,827.786830000100000","392,898.019345999990000"
429,420031918006023,11,28,"1,339,104.299040000000000","391,295.148808000030000"
430,420031918006018,23,38,"1,339,273.069630000000000","390,301.777628000010000"
431,420031918006017,27,52,"1,339,417.446670000000000","390,441.607082000000000"
432,420031918006002,13,19,"1,339,651.099850000100000","392,501.148228999980000"
433,420033206002007,61,137,"1,341,119.207130000000000","393,802.956797000020000"
434,420031918006022,0,0,"1,339,667.626680000000000","389,701.405373000020000"
435,420033207001026,7,15,"1,340,822.053970000000000","391,284.889199999980000"
436,420033207001014,19,36,"1,340,865.877110000000000","392,027.317182999980000"
