FID,BLOCKID10,HOUSING10,POP10,X,Y
"3,946",420035626004003,3,6,"1,332,176.954450000100000","413,724.068579000010000"
"3,947",420035626004020,2,1,"1,332,276.749260000000000","413,203.443035000000000"
"3,948",420035626004010,8,13,"1,332,529.987239999900000","413,709.201390000000000"
"3,949",420035626004013,1,3,"1,332,657.339450000100000","413,347.821135999980000"
"3,950",420035626001021,0,0,"1,332,793.305299999900000","411,105.516516999980000"
"3,951",420033206001002,9,16,"1,341,463.433750000100000","395,952.322771999980000"
"3,952",420031702001012,0,0,"1,343,442.495450000000000","408,451.199999000000000"
"3,953",420031803001007,25,38,"1,343,403.056930000000000","406,298.544660000010000"
"3,954",420031803001003,17,40,"1,344,662.133770000000000","405,243.174223000010000"
"3,955",420031803002003,0,0,"1,343,928.970120000000000","404,358.325651000020000"
"3,956",420031702001007,2,4,"1,345,513.660919999900000","407,292.074986000020000"
"3,957",420031702001006,3,2,"1,345,802.926209999900000","407,299.008549000020000"
"3,958",420031803001000,25,31,"1,345,032.768860000000000","404,976.589855999980000"
"3,959",420031803002002,12,6,"1,344,136.327929999900000","404,353.442847000030000"
"3,960",420031702003023,10,17,"1,346,431.812360000100000","405,844.474350999980000"
"3,961",420031706001029,18,31,"1,345,913.006140000000000","404,587.668284000010000"
"3,962",420031702002018,17,34,"1,346,116.876209999900000","407,526.474220999980000"
"3,963",420031702001005,20,24,"1,346,128.540450000000000","407,299.982727000020000"
"3,964",420032023003005,9,18,"1,329,180.636450000100000","400,261.600373999970000"
"3,965",420032023004006,8,17,"1,332,204.390620000000000","399,515.703576000000000"
"3,966",420031920003007,0,0,"1,334,286.187650000000000","399,301.815156999980000"
"3,967",420032023002001,55,112,"1,329,127.917390000100000","398,995.370218000030000"
"3,968",420032023003002,14,28,"1,330,131.741639999900000","399,853.374225999990000"
"3,969",420032023002017,27,61,"1,329,175.616010000000000","398,106.503764999970000"
"3,970",420031916005015,37,80,"1,334,762.132260000100000","400,226.578625999970000"
"3,971",420031916005017,42,93,"1,334,669.905940000000000","399,681.234294000020000"
"3,972",420031702002026,36,62,"1,347,837.489039999900000","407,286.108912000030000"
"3,973",420031702002038,9,14,"1,347,803.738440000000000","406,956.411468999980000"
"3,974",420031706002019,21,34,"1,347,524.281179999900000","404,475.728059999990000"
"3,975",420031702004000,14,17,"1,348,590.259790000000000","406,701.689180999990000"
"3,976",420031609001006,37,63,"1,349,101.313760000000000","407,482.031886000010000"
"3,977",420031702004017,30,61,"1,348,124.340570000000000","406,093.286695000020000"
"3,978",420031609002025,29,34,"1,348,960.561150000000000","406,171.860997000010000"
"3,979",420031706002006,34,47,"1,348,159.390309999900000","405,082.492704999980000"
"3,980",420031920003008,11,27,"1,332,930.451290000000000","398,456.960245000020000"
"3,981",420031920004000,24,59,"1,333,998.317989999900000","397,957.854649999990000"
"3,982",420031920003011,37,78,"1,334,601.610129999900000","398,457.744981999970000"
"3,983",420035624005011,4,12,"1,342,484.216599999900000","403,660.445475000010000"
"3,984",420035624005014,6,4,"1,342,631.566060000100000","403,579.227695000010000"
"3,985",420035624005017,1,2,"1,342,483.585710000000000","403,362.241532000010000"
"3,986",420033001002005,12,24,"1,343,139.846630000000000","402,580.727904999980000"
"3,987",420031803002008,7,11,"1,343,356.185340000100000","404,182.448252999980000"
"3,988",420031803002009,6,24,"1,343,501.545310000000000","404,181.642480999990000"
"3,989",420031803003013,4,7,"1,343,213.612750000100000","403,563.554614999970000"
"3,990",420031803003029,4,11,"1,343,213.027900000100000","403,412.040363000010000"
"3,991",420031803003028,4,2,"1,343,352.170010000000000","403,410.536182000010000"
"3,992",420031803002011,4,9,"1,343,791.154060000100000","404,180.167372000000000"
"3,993",420031803002035,16,71,"1,344,250.111349999900000","403,860.795057000010000"
"3,994",420031803003017,5,12,"1,343,786.538900000000000","403,558.455686000000000"
"3,995",420031803003003,5,13,"1,343,925.486779999900000","403,710.252100999990000"
"3,996",420033001002013,22,27,"1,344,341.901929999900000","402,457.227735999970000"
"3,997",420033001005006,22,63,"1,343,184.821389999900000","400,600.094272000020000"
"3,998",420035624001020,20,48,"1,342,694.034590000100000","400,067.883226000010000"
"3,999",420033001005014,13,49,"1,343,157.250560000100000","400,303.279129999980000"
"4,000",420033001005007,24,43,"1,344,271.744010000000000","400,431.016538999970000"
"4,001",420033001005012,15,29,"1,343,706.812070000000000","400,422.575880000020000"
"4,002",420033001002012,7,25,"1,344,839.251660000100000","402,462.278515000010000"
"4,003",420031803003022,18,38,"1,345,300.419530000100000","403,381.969371000010000"
"4,004",420031706003018,10,10,"1,345,642.524030000000000","403,127.179322000010000"
"4,005",420035616003005,31,59,"1,348,380.343110000000000","402,807.990057000020000"
"4,006",420033001003001,8,15,"1,345,119.010930000100000","402,195.870279000020000"
"4,007",420033001003020,17,21,"1,344,865.726049999900000","401,655.661602000010000"
"4,008",420033001004002,14,43,"1,344,840.433750000100000","401,166.432872999980000"
"4,009",420033001005008,11,23,"1,344,632.508309999900000","400,464.369734000010000"
"4,010",420033001004022,21,26,"1,344,957.539900000000000","401,101.704168000030000"
"4,011",420033001005009,6,9,"1,344,751.938370000100000","400,531.129619000010000"
"4,012",420033001003010,8,23,"1,345,119.500270000000000","402,061.219435999980000"
"4,013",420030203001040,5,3,"1,349,075.299810000000000","416,863.771672000000000"
"4,014",420030708001007,32,59,"1,364,986.668570000000000","417,018.556007999990000"
"4,015",420031401002008,28,93,"1,358,896.921920000100000","410,939.793204999990000"
"4,016",420031203001007,31,61,"1,369,022.181970000000000","421,723.819620999970000"
"4,017",420031011003019,18,36,"1,357,164.272600000000000","424,924.511434999990000"
"4,018",420031301001003,12,24,"1,375,686.771690000100000","416,599.260641000000000"
"4,019",420031102004024,11,28,"1,364,197.507479999900000","421,934.510763000000000"
"4,020",420031014001039,13,21,"1,362,927.717879999900000","427,789.165316000000000"
"4,021",420035623003013,0,0,"1,361,533.094520000000000","402,877.094080000010000"
"4,022",420030802001014,7,16,"1,356,521.727370000000000","417,690.343625999990000"
"4,023",420030706002001,111,140,"1,362,941.269210000100000","415,435.264932000020000"
"4,024",420039822001009,0,0,"1,355,951.115370000000000","413,045.082967999970000"
"4,025",420030809002012,27,44,"1,360,122.312850000100000","419,329.469189999970000"
"4,026",420031411001001,0,0,"1,369,552.186079999900000","405,461.309459000010000"
"4,027",420035623003000,2,6,"1,362,118.809919999900000","401,091.759339999990000"
"4,028",420030402001021,1,2,"1,349,216.912139999900000","410,758.321371000030000"
"4,029",420030201002002,0,0,"1,340,301.505570000000000","412,635.440915999990000"
"4,030",420035623002014,0,0,"1,360,363.344390000000000","395,420.973777999990000"
"4,031",420031303003007,5,18,"1,370,635.747440000100000","416,677.268684000010000"
"4,032",420035623003003,0,0,"1,361,249.780280000100000","401,934.112330999980000"
"4,033",420031517001006,2,8,"1,362,718.911310000100000","405,337.579219000010000"
"4,034",420035629003017,0,0,"1,356,256.778759999900000","403,466.695046000010000"
"4,035",420031517002001,0,0,"1,361,255.812510000100000","406,615.309703000010000"
"4,036",420031102003007,33,70,"1,362,890.393230000000000","424,256.334128000020000"
"4,037",420031115004003,82,187,"1,365,229.774079999900000","418,532.195545999970000"
"4,038",420035629001020,5,3,"1,356,457.006890000100000","398,991.095670000010000"
"4,039",420030203001048,0,0,"1,348,686.518729999900000","415,893.392865000000000"
"4,040",420030802001028,0,0,"1,355,410.105239999900000","417,452.444827000030000"
"4,041",420031115004016,0,0,"1,365,345.676479999900000","417,365.463371000020000"
"4,042",420031106001004,13,28,"1,366,351.379209999900000","422,353.834809000020000"
"4,043",420035629003034,11,4,"1,357,074.563000000100000","401,779.084101999990000"
"4,044",420031414004032,0,0,"1,366,612.454960000000000","401,377.192212999970000"
"4,045",420031414004033,0,0,"1,365,139.189049999900000","400,627.583732000030000"
"4,046",420035632001029,0,0,"1,342,932.350690000000000","414,880.457876999980000"
"4,047",420031414002007,11,22,"1,363,510.706000000000000","404,901.268333000010000"
"4,048",420035623002017,4,12,"1,359,455.887360000100000","396,202.550670000030000"
"4,049",420031517005016,5,2,"1,361,279.120360000100000","403,105.936861999970000"
"4,050",420039808001027,0,0,"1,354,473.361869999900000","406,509.228494999990000"
"4,051",420030510001014,34,48,"1,350,740.566649999900000","410,711.472399000020000"
"4,052",420030404002000,1,1,"1,356,837.748070000000000","413,866.018342000020000"
"4,053",420030605001010,40,66,"1,350,874.646370000000000","417,130.875734000000000"
"4,054",420031016001022,2,3,"1,359,606.688630000000000","421,056.314620000020000"
"4,055",420031113004007,18,33,"1,365,205.986010000100000","420,898.284139000000000"
"4,056",420031113004006,14,24,"1,364,874.962700000000000","421,025.115625999980000"
"4,057",420031204002002,7,8,"1,366,894.542320000000000","420,350.406185999980000"
"4,058",420030705003004,98,160,"1,361,190.622479999900000","416,362.697049000010000"
"4,059",420031208002032,0,0,"1,366,660.046940000000000","416,876.206649000000000"
"4,060",420030703003006,38,84,"1,359,249.590110000000000","414,640.797834000030000"
"4,061",420030703001003,24,31,"1,360,607.000539999900000","415,565.954903999980000"
"4,062",420031404001012,21,41,"1,366,207.508780000000000","414,570.548467000020000"
"4,063",420039800001001,0,0,"1,373,191.279730000100000","428,510.013003000000000"
"4,064",420031018002005,1,3,"1,362,448.108500000100000","428,102.101788000030000"
"4,065",420031203002011,5,7,"1,370,954.574480000000000","420,823.177726000020000"
"4,066",420031203002014,18,29,"1,371,186.527190000100000","420,708.086079999980000"
"4,067",420031203001011,17,23,"1,370,769.287740000100000","421,319.067511999980000"
"4,068",420031203001022,11,18,"1,368,943.402180000000000","420,886.381238000000000"
"4,069",420039801001003,0,0,"1,367,646.337140000000000","427,173.377572999980000"
"4,070",420031016001002,8,13,"1,359,247.065530000000000","422,478.009842000030000"
"4,071",420031102004014,29,60,"1,363,861.444590000000000","422,578.106626000020000"
"4,072",420031106003010,9,23,"1,365,316.425280000100000","421,167.185280999980000"
"4,073",420039801001021,0,0,"1,367,329.976710000100000","422,167.606525000010000"
"4,074",420031014001025,7,11,"1,364,254.248200000000000","427,525.935920000020000"
"4,075",420035629003002,0,0,"1,358,351.475829999900000","403,090.462830999980000"
"4,076",420031016001012,19,34,"1,357,683.133560000000000","421,166.446135999980000"
"4,077",420031207002020,8,14,"1,369,176.315810000100000","416,218.436051000030000"
"4,078",420031301001001,14,26,"1,375,970.331160000100000","416,859.045747999970000"
"4,079",420030603002038,68,127,"1,353,067.885199999900000","420,206.867712999990000"
"4,080",420031005002009,34,79,"1,359,929.054289999900000","424,902.067799000010000"
"4,081",420031005002005,27,48,"1,359,357.781179999900000","423,744.067416000010000"
"4,082",420031018002001,41,84,"1,361,718.845670000000000","428,191.463988000000000"
"4,083",420031115004002,9,21,"1,365,253.056110000000000","419,160.043668000030000"
"4,084",420031306003030,8,13,"1,379,061.967299999900000","413,834.084578000010000"
"4,085",420031406001010,30,69,"1,367,749.483460000000000","413,684.881969999990000"
"4,086",420031406001003,12,30,"1,368,461.915300000000000","414,160.731511000020000"
"4,087",420035619002015,9,17,"1,372,204.212950000100000","420,903.156558000020000"
"4,088",420031301001010,32,95,"1,373,744.365310000000000","417,258.962561999970000"
"4,089",420031516002008,93,143,"1,358,167.581809999900000","406,323.132101000000000"
"4,090",420031414001010,7,18,"1,363,132.179580000000000","403,945.595332000000000"
"4,091",420030709002002,115,190,"1,357,097.783250000100000","414,329.070802000000000"
"4,092",420031408001007,52,116,"1,366,671.426509999900000","408,122.982204000000000"
"4,093",420030605001014,0,0,"1,349,634.832519999900000","415,744.306591000000000"
"4,094",420031306003005,38,147,"1,378,042.532230000000000","415,307.571217000020000"
"4,095",420032701001003,11,21,"1,330,565.461889999900000","428,674.550172000020000"
"4,096",420032701002006,18,49,"1,330,778.817779999900000","427,966.111636999990000"
"4,097",420032701001002,6,8,"1,331,123.696120000000000","428,900.819153000020000"
"4,098",420032701001008,16,34,"1,331,569.985069999900000","428,178.075599999980000"
"4,099",420032708001001,13,28,"1,332,867.012540000000000","429,528.390277999980000"
"4,100",420032701002021,61,119,"1,330,188.637810000000000","426,619.250080000030000"
"4,101",420032701002003,12,29,"1,329,921.500890000000000","427,562.454641000020000"
"4,102",420032701002013,10,20,"1,330,247.061500000100000","427,426.738573000010000"
"4,103",420032620001020,0,0,"1,344,477.820809999900000","420,509.735602999980000"
"4,104",420032620003003,11,26,"1,343,160.302919999900000","422,165.568848000020000"
"4,105",420032620001019,16,40,"1,344,276.812399999900000","420,468.074255999990000"
"4,106",420032620001043,21,48,"1,343,731.978910000100000","419,020.972115000010000"
"4,107",420032620002010,6,11,"1,345,360.009830000100000","420,436.854102000010000"
"4,108",420035632002013,18,18,"1,342,723.927270000100000","416,681.859819000000000"
"4,109",420035632003058,0,0,"1,342,873.440970000100000","416,947.926424000000000"
"4,110",420035632002004,16,25,"1,343,589.030330000000000","416,552.671083999970000"
"4,111",420032412002011,49,88,"1,344,958.906239999900000","418,004.568898000000000"
"4,112",420035632003042,7,12,"1,343,807.919700000000000","416,906.556998000010000"
"4,113",420032507001012,25,34,"1,337,948.569730000100000","417,502.494813000030000"
"4,114",420032701001014,20,52,"1,332,631.115860000000000","427,274.779002000000000"
"4,115",420032703002000,21,56,"1,331,616.482940000000000","425,778.169195000020000"
"4,116",420032703002005,27,55,"1,331,284.568569999900000","425,272.813275000020000"
"4,117",420035632002002,0,0,"1,343,599.328939999900000","416,213.484258999990000"
"4,118",420035632002035,0,0,"1,343,379.000569999900000","415,812.261210000030000"
"4,119",420035632001017,0,0,"1,344,471.294130000100000","415,592.869843000020000"
"4,120",420035632001015,0,0,"1,344,218.093110000000000","415,353.028348999970000"
"4,121",420032406001023,0,0,"1,348,169.790270000000000","419,877.179886000000000"
"4,122",420032708003002,31,61,"1,334,618.416320000100000","429,239.983919000020000"
"4,123",420032107002035,0,0,"1,333,790.876540000100000","419,203.150790999990000"
"4,124",420032412001008,3,5,"1,344,934.532910000100000","424,536.973833000000000"
"4,125",420032708002007,12,23,"1,333,814.091440000100000","427,276.086887000010000"
"4,126",420032509002036,6,11,"1,340,709.663200000100000","420,195.217707999980000"
"4,127",420032509002030,17,34,"1,340,727.283550000100000","419,223.950782999980000"
"4,128",420032715001006,12,34,"1,335,034.548810000100000","425,426.729941000000000"
"4,129",420032715002037,63,90,"1,333,311.522050000000000","421,253.575012999990000"
"4,130",420039809001045,0,0,"1,333,697.948610000100000","419,319.124244000010000"
"4,131",420032507001007,0,0,"1,336,212.090150000100000","419,912.927567999980000"
"4,132",420032614002004,11,16,"1,338,160.383200000000000","419,718.187414999990000"
"4,133",420032509001013,109,142,"1,340,895.194010000000000","418,354.018869000020000"
"4,134",420032507001042,0,0,"1,336,306.212190000100000","418,000.489532999990000"
"4,135",420039806001023,0,0,"1,335,173.915120000000000","415,025.862872999980000"
"4,136",420039809001044,0,0,"1,333,338.853990000000000","420,289.046389000020000"
"4,137",420032708001000,6,14,"1,332,885.923609999900000","429,749.109032000010000"
"4,138",420032703002018,16,30,"1,331,975.696560000100000","423,702.943457000020000"
"4,139",420032602002001,4,5,"1,335,516.781350000100000","431,289.623200999980000"
"4,140",420032708002000,25,53,"1,333,473.473359999900000","427,480.560178000010000"
"4,141",420032708002001,16,40,"1,333,262.960580000000000","427,358.747737000000000"
"4,142",420032708002009,51,60,"1,332,956.838030000000000","427,226.523542999990000"
"4,143",420032708002012,15,30,"1,334,397.564199999900000","427,052.381022999990000"
"4,144",420032708002018,37,52,"1,334,260.050610000000000","425,524.486223999990000"
"4,145",420032708002021,4,11,"1,334,365.417320000000000","426,081.144509000010000"
"4,146",420032703001016,5,13,"1,332,721.076440000000000","424,923.280091000020000"
"4,147",420032703001009,14,19,"1,333,246.830520000100000","424,686.266626000000000"
"4,148",420032715001007,43,84,"1,334,656.596519999900000","424,911.437969000020000"
"4,149",420032715002013,4,25,"1,334,400.081569999900000","423,429.432726000030000"
"4,150",420032412002012,25,35,"1,344,882.397560000000000","418,208.571943000020000"
"4,151",420032406001020,39,65,"1,348,240.377200000000000","421,350.688058000000000"
"4,152",420032406001016,28,56,"1,347,952.403340000000000","420,839.128877000010000"
"4,153",420032406001056,12,21,"1,347,747.623900000000000","420,505.537858999970000"
"4,154",420032406001003,0,0,"1,349,137.306189999900000","421,468.567702999980000"
"4,155",420032406001025,0,0,"1,348,607.926670000000000","420,444.402468000010000"
"4,156",420032406001028,0,0,"1,348,529.869650000000000","419,670.412672000010000"
"4,157",420032406001031,40,81,"1,348,065.756229999900000","418,695.408088000030000"
"4,158",420035632002029,0,0,"1,342,972.436250000000000","416,137.592895000010000"
"4,159",420039809001036,0,0,"1,333,298.369699999900000","419,485.351562000000000"
"4,160",420032620002006,8,12,"1,345,281.719590000100000","420,769.293413000010000"
"4,161",420039812001025,0,0,"1,340,496.196700000000000","412,925.936416000010000"
"4,162",420039809001010,0,0,"1,331,872.557150000000000","422,428.159486000020000"
"4,163",420032715003014,19,23,"1,332,519.769290000000000","422,180.184744999980000"
"4,164",420032715003028,38,56,"1,333,195.688290000000000","422,645.285619999980000"
"4,165",420032715003019,31,67,"1,333,760.375810000100000","422,938.468822999970000"
"4,166",420032715003017,9,14,"1,332,867.646490000000000","422,011.598661999970000"
"4,167",420039809001042,0,0,"1,333,104.116369999900000","420,253.976231999990000"
"4,168",420032715003018,6,22,"1,333,719.205150000100000","422,589.960477999990000"
"4,169",420032715003020,13,30,"1,333,451.944620000000000","422,282.705268000020000"
"4,170",420032704001003,0,0,"1,333,851.471390000100000","421,266.119341999990000"
"4,171",420032715002010,6,11,"1,334,177.291250000000000","423,104.515256999990000"
"4,172",420032715002023,26,58,"1,335,026.652259999900000","422,425.807413999980000"
"4,173",420032715002029,7,10,"1,335,152.009009999900000","421,854.143707000010000"
"4,174",420032507001029,76,147,"1,335,234.886239999900000","419,227.512255000010000"
"4,175",420039806001011,0,0,"1,334,039.283220000100000","415,818.903487999980000"
"4,176",420032107002008,18,40,"1,334,405.991489999900000","418,291.562234000010000"
"4,177",420032107002018,27,34,"1,334,645.296039999900000","416,902.450282000010000"
"4,178",420032507001046,0,0,"1,337,152.549949999900000","417,246.744742000010000"
"4,179",420032107001006,27,39,"1,334,842.917459999900000","416,279.311678000030000"
"4,180",420032107002017,30,71,"1,335,184.927600000100000","417,062.523596999990000"
"4,181",420032107002032,39,64,"1,335,221.296350000000000","416,895.456851999970000"
"4,182",420032107001007,16,39,"1,335,334.564520000000000","416,385.547471000000000"
"4,183",420032107001040,0,0,"1,335,523.621360000000000","415,549.789931999990000"
"4,184",420032612001031,22,32,"1,338,901.211600000000000","432,177.415691000000000"
"4,185",420032612001011,6,15,"1,339,370.758330000100000","432,232.394708000010000"
"4,186",420032612001019,0,0,"1,340,451.537710000100000","427,339.445086000020000"
"4,187",420032602003004,0,0,"1,337,549.511540000100000","431,968.264937000000000"
"4,188",420032602003016,5,7,"1,337,697.409700000000000","429,411.867420000020000"
"4,189",420032612001042,4,8,"1,338,611.394009999900000","432,223.076581000000000"
"4,190",420032612001038,0,0,"1,339,139.571599999900000","431,997.826345000010000"
"4,191",420032612001012,0,0,"1,339,294.229430000100000","432,524.865929000020000"
"4,192",420032612001037,0,0,"1,339,105.206280000000000","432,251.462176000000000"
"4,193",420032612001010,7,16,"1,340,039.335200000100000","431,364.027161000010000"
"4,194",420032602001003,0,0,"1,339,446.325819999900000","431,432.318586000010000"
"4,195",420032602001022,0,0,"1,340,389.832050000100000","427,313.440859000020000"
"4,196",420032607002014,5,14,"1,338,979.206199999900000","424,135.918308000020000"
"4,197",420032607002015,8,20,"1,338,978.296780000000000","424,390.790049000000000"
"4,198",420032704001009,13,18,"1,334,356.457459999900000","420,306.186489999990000"
"4,199",420032615001009,0,0,"1,340,398.136250000000000","423,392.140751000030000"
"4,200",420032620003005,32,67,"1,342,588.027250000000000","421,884.147378999970000"
"4,201",420032507001003,7,9,"1,336,918.251990000000000","418,721.394073000000000"
"4,202",420032615002013,19,50,"1,338,527.803159999900000","422,454.192191999990000"
"4,203",420032615002011,3,16,"1,338,884.818780000100000","422,473.902591000020000"
"4,204",420032614001003,15,14,"1,337,981.320230000000000","420,737.665043000020000"
"4,205",420032614001005,20,39,"1,338,672.523280000100000","420,888.253099000020000"
"4,206",420032614002017,0,0,"1,337,372.938850000000000","418,848.377716000020000"
"4,207",420032614002010,27,23,"1,338,372.321270000000000","419,155.294508000020000"
"4,208",420032507001041,0,0,"1,336,219.329170000000000","418,222.853407000020000"
"4,209",420032206001021,0,0,"1,338,006.485540000000000","416,759.091449000000000"
"4,210",420032107001015,123,132,"1,336,739.246259999900000","416,457.237495000010000"
"4,211",420039806001044,0,0,"1,336,667.502460000100000","413,923.961110999980000"
"4,212",420039806001045,0,0,"1,337,124.220569999900000","413,907.414714000010000"
"4,213",420032507001015,23,54,"1,337,524.808650000000000","418,012.439620000020000"
"4,214",420032507001013,11,28,"1,337,806.241330000100000","417,599.268493000010000"
"4,215",420032503001007,15,22,"1,338,017.178310000100000","418,118.495773000000000"
"4,216",420032503001012,37,41,"1,338,444.011849999900000","417,892.317790000000000"
"4,217",420032503001039,70,106,"1,339,123.826630000000000","417,459.086078000020000"
"4,218",420032206001012,35,42,"1,338,743.123150000100000","416,878.299990000030000"
"4,219",420039800001010,0,0,"1,371,894.888540000000000","427,023.856495000010000"
"4,220",420039804001002,1,2,"1,337,017.836350000000000","427,713.304118999980000"
"4,221",420035632001043,0,0,"1,342,256.399220000000000","414,672.911428000020000"
"4,222",420032704001014,0,0,"1,334,673.672319999900000","420,111.395238000030000"
"4,223",420035632001034,0,0,"1,343,736.876119999900000","414,958.049439999970000"
"4,224",420035632002027,0,0,"1,342,993.041070000000000","416,033.918512000000000"
"4,225",420035627001009,24,25,"1,338,007.834659999900000","415,717.552688999970000"
"4,226",420035627002009,0,0,"1,338,806.379860000000000","415,806.603081999990000"
"4,227",420035627001012,0,0,"1,338,843.269189999900000","415,412.148992999980000"
"4,228",420032614004013,33,72,"1,340,119.761190000000000","420,550.009855000010000"
"4,229",420032509001002,20,38,"1,341,682.071580000000000","419,071.334569000000000"
"4,230",420032509001017,5,10,"1,341,516.405379999900000","418,776.105029000030000"
"4,231",420032509002041,5,9,"1,341,837.122160000000000","419,101.575289000000000"
"4,232",420032509001023,0,0,"1,342,503.887510000000000","418,485.961466000010000"
"4,233",420032206001006,16,27,"1,339,816.881910000000000","417,318.154317000010000"
"4,234",420032206001032,24,36,"1,339,595.843910000100000","416,698.486725999970000"
"4,235",420032206001018,15,25,"1,339,561.175510000000000","417,187.644580000020000"
"4,236",420032620001048,0,0,"1,342,744.198619999900000","417,884.192844000000000"
"4,237",420032412001007,8,23,"1,345,522.366680000000000","423,774.471686000000000"
"4,238",420032620003024,5,10,"1,345,415.938120000100000","421,973.922973999990000"
"4,239",420032620003026,14,32,"1,345,565.388270000000000","421,340.349833999990000"
"4,240",420032206001025,30,43,"1,339,741.447450000100000","417,012.081905000030000"
"4,241",420032206001005,32,43,"1,339,879.064440000100000","417,042.127363000010000"
"4,242",420032503001032,4,9,"1,340,096.841100000100000","417,930.960247999990000"
"4,243",420032206002017,3,6,"1,340,965.578569999900000","417,393.235101000000000"
"4,244",420032206002013,16,21,"1,340,599.159280000000000","417,687.549147000010000"
"4,245",420032206002007,12,16,"1,340,909.295740000000000","417,625.381166999980000"
"4,246",420032206002025,6,15,"1,340,718.874649999900000","417,142.753184999980000"
"4,247",420035627001015,0,0,"1,339,726.609660000100000","415,139.021521000020000"
"4,248",420039812001003,0,0,"1,340,634.798250000000000","414,401.431508000010000"
"4,249",420035632003016,20,33,"1,342,123.257800000000000","417,590.403662999980000"
"4,250",420035632003061,39,54,"1,342,009.026959999900000","416,754.305745000020000"
"4,251",420035632002018,10,21,"1,342,142.261819999900000","416,166.469660000000000"
"4,252",420035632002019,9,12,"1,342,405.994359999900000","416,302.996392000000000"
"4,253",420032701002029,0,0,"1,329,496.245450000000000","426,119.111563000010000"
"4,254",420035632001050,0,0,"1,341,858.745889999900000","414,768.367717000020000"
"4,255",420035632001064,0,0,"1,341,994.551460000000000","414,045.714807000010000"
"4,256",420035632001066,0,0,"1,341,581.160010000000000","413,754.296299999990000"
"4,257",420035632001040,0,0,"1,342,137.901340000100000","414,230.871518999980000"
"4,258",420035632001052,0,0,"1,341,619.692070000100000","414,605.413033000020000"
"4,259",420032509002038,8,12,"1,341,831.912530000100000","419,586.307058000010000"
"4,260",420032620002005,15,46,"1,345,020.395390000000000","420,714.578321999990000"
"4,261",420039818001007,0,0,"1,372,067.869050000100000","424,601.861164000000000"
"4,262",420033207002004,8,12,"1,341,606.586270000100000","389,417.648970999990000"
"4,263",420030203001102,0,0,"1,344,956.890429999900000","413,730.275780000030000"
"4,264",420032902004022,7,14,"1,345,902.374200000000000","395,439.495683000020000"
"4,265",420031807003011,20,44,"1,341,126.708350000000000","405,099.762869000030000"
"4,266",420031915002003,3,5,"1,340,557.660870000000000","405,509.138165000010000"
"4,267",420031807003012,0,0,"1,340,903.643390000100000","404,984.177129000020000"
"4,268",420030405002016,43,90,"1,353,931.031780000100000","409,621.499168000010000"
"4,269",420031914001001,2,4,"1,341,937.058690000100000","407,243.305449999990000"
"4,270",420039805001009,0,0,"1,357,294.956939999900000","409,132.755257999990000"
"4,271",420039822001017,0,0,"1,354,061.365590000100000","412,055.291343000020000"
"4,272",420030305001004,48,111,"1,347,013.374360000000000","413,148.997381999970000"
"4,273",420030201002015,0,0,"1,341,483.425670000000000","412,353.879621999980000"
"4,274",420039822001018,0,0,"1,354,217.207310000000000","411,910.636648999990000"
"4,275",420031706002004,30,18,"1,346,545.117929999900000","405,535.889390000030000"
"4,276",420035632001005,0,0,"1,344,441.092500000000000","415,775.944748000010000"
"4,277",420031113002009,18,41,"1,363,318.874270000000000","421,483.897141000020000"
"4,278",420031113002002,11,25,"1,363,843.972250000100000","421,038.101650999980000"
"4,279",420039801001030,5,13,"1,366,559.929830000000000","423,835.385353000020000"
"4,280",420039810001026,0,0,"1,354,572.411469999900000","423,967.818086999990000"
"4,281",420039811001033,0,0,"1,367,034.058930000100000","410,405.201897000020000"
"4,282",420039811001003,0,0,"1,368,924.572750000100000","412,433.137051999980000"
"4,283",420039811001019,0,0,"1,367,337.967609999900000","412,002.751324000010000"
"4,284",420032612001023,1,6,"1,340,995.710060000000000","429,849.849501000020000"
"4,285",420039801001006,0,0,"1,366,097.374610000100000","425,966.025786000010000"
"4,286",420031411001012,0,0,"1,369,130.939800000100000","404,397.407534000000000"
"4,287",420032904001017,0,0,"1,345,567.685760000000000","392,360.598026999970000"
"4,288",420032901003020,0,0,"1,344,539.796300000000000","393,334.241074000020000"
"4,289",420039811001034,0,0,"1,366,856.350150000100000","410,627.901552000020000"
"4,290",420039811001005,0,0,"1,368,804.748290000000000","410,739.862405999970000"
"4,291",420039811001030,0,0,"1,366,796.202880000000000","411,143.699809000010000"
"4,292",420039811001038,0,0,"1,366,695.561900000100000","409,937.600110000000000"
"4,293",420039811001036,0,0,"1,366,797.596519999900000","410,082.508975000000000"
"4,294",420039810001022,0,0,"1,354,890.380970000100000","423,528.521423999980000"
"4,295",420039810001011,0,0,"1,358,960.585250000000000","422,684.710650999970000"
"4,296",420039810001033,0,0,"1,355,911.752420000000000","423,187.820454999980000"
"4,297",420039810001005,0,0,"1,357,126.837409999900000","423,868.932427000020000"
"4,298",420031911001022,0,0,"1,335,793.915379999900000","408,592.191274999990000"
"4,299",420032814001035,7,12,"1,325,626.523120000000000","414,302.659082000030000"
"4,300",420039809001013,0,0,"1,330,590.946260000100000","424,408.509329000020000"
"4,301",420039809001018,0,0,"1,330,812.996070000100000","423,816.262601999970000"
"4,302",420031916001013,1,1,"1,334,556.015420000100000","403,106.013550999980000"
"4,303",420031916001020,2,4,"1,334,663.132789999900000","404,089.070260000010000"
